,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ミライショウグン,牡2,54.0,☆舟山,前川,500(0),33.6,8,栗東,2024105446,01221,カデナ,インゴニャーマ,Kitten's Joy,-0.4109113723679374,6,-0.007090969475194501,4,-0.07763980204500165,2,-0.04297295940152295,3,0.10757705451473232,0.02362553460254128
1,2,2,マサノブルスカイ,牡2,52.0,▲和田陽,藤野,470(0),39.5,11,栗東,2024105151,01223,エピファネイア,マサノヴィクトワル,ヴィクトワールピサ,-0.7860682589007674,11,-0.05273668275813699,5,-0.20836580907270624,7,-0.355185558976611,7,0.07872767751589103,0.020096657282161697
2,3,3,アイアムツヨスギル,牡2,55.0,池添,奥平,450(0),7.1,4,美浦,2024106018,01032,ロードカナロア,ブルームスベリー,ハービンジャー,0.07877788264849575,4,-0.32514862151813334,11,-0.30976240489225854,9,-0.5995397856508253,8,0.061660316210274575,0.11180534685146298
3,4,4,グリームウッド,牡2,55.0,横山琉,手塚徳,470(0),39.2,10,美浦,2024101091,01192,ヤングマンパワー,エリナイトニケ,エイシンフラッシュ,-0.41467745407029616,7,0.016063310382019608,2,-0.16970515055112986,5,-0.015015288152615784,2,0.1106270957998089,0.02025045823074967
4,5,5,リアンディール,牝2,55.0,佐々木,秋本,438(0),14.7,6,美浦,2024104580,01197,バゴ,オルボンディール,ステイゴールド,-0.6947306560785348,10,0.000421176605444995,3,-0.3306365947214096,10,-0.756449379900407,12,0.05270608725089092,0.054001221948665794
5,5,6,ネージュエトワール,牝2,54.0,長浜鴻緒,新開,436(0),22.7,7,美浦,2024104262,01214,ベストウォーリア,フラワリング,ハーツクライ,-0.889307489461315,12,-0.2767391881818318,9,0.06656551565227412,1,-0.7148617502059228,10,0.05494422535126082,0.03496995430155891
6,6,7,シャイニーヒーロー,牡2,52.0,▲大久保,畠山,442(0),105.9,12,美浦,2024101323,01194,サトノアラジン,ノードラメール,ロックオブジブラルタル,-0.6539187025260569,9,-0.3966733280854572,12,-0.18785238027578982,6,-0.08904011917125566,4,0.10273370142702379,0.0074959203271519085
7,6,8,レッドマスキュラー,牡2,55.0,横山和,黒岩,474(0),2.9,1,美浦,2024106048,01140,キズナ,ムーチョアンユージュアル,Mucho Macho Man,2.3911368687710626,1,-0.24211600284874224,8,-0.16555261742749905,4,-0.1229787315565806,5,0.09930556430990603,0.2737303319466852
8,7,9,ハヤブサカツオー,牡2,55.0,吉田隼,岡田,520(0),12.8,5,栗東,2024103393,01095,サートゥルナーリア,カツコ,ハービンジャー,-0.542115536217196,8,-0.3034911038944086,10,-0.41724598106687627,11,-0.663121773508869,9,0.05786186678623837,0.062017028331670866
9,7,10,レッドディーヴァ,牝2,55.0,小沢,小椋,442(0),36.1,9,栗東,2024103694,01185,サトノダイヤモンド,レッドアマルフィ,ロードカナロア,-0.1986921826757019,5,-0.12018559633705071,6,-0.4556927998060345,12,0.12716299014423874,1,0.12752894093019926,0.021989417247794657
10,8,11,レジームチェンジ,牡2,55.0,横山武,鹿戸,496(0),4.1,2,美浦,2024100699,01170,ルーラーシップ,メトロポール,ダイワメジャー,0.9283843784756094,3,-0.12926898647321994,7,-0.13566373157647493,3,-0.7475434068358747,11,0.053177582690690124,0.19361413723058224
11,8,12,シティオブドリーム,牝2,55.0,横山典,昆,506(0),4.5,3,栗東,2024104953,00660,コントレイル,ビューティフルストリート,Street Cry,1.1921225224026415,2,0.11699827381720891,1,-0.2821295681548729,8,-0.1869704501470271,6,0.09314988721308393,0.17640399169897492
