,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,メイショウジンソウ,牡3,57.0,太宰,本田,506(+2),10.8,5,栗東,2023101043,01037,ゴールドドリーム,スイートマルセル,ワイルドラッシュ,0.17766158605420151,5,-0.33585968516661785,16,-0.5881358331786255,9,-0.028267457736033272,5,0.06408750882782872,0.07359241855252478
1,1,2,レイワノキセキ,牡3,57.0,高倉,本田,460(-4),67.9,12,栗東,2023102718,01130,シルバーステート,ミヤビキラメキ,ハーツクライ,-0.6695916645531229,13,0.3140175502198934,1,-0.5198778261409621,8,-0.006390574639059255,4,0.06550499229318314,0.01170542150761808
2,2,3,シンゼンコジロウ,牡3,55.0,◇永島,飯田,450(0),78.5,13,栗東,2023107480,01187,サンダースノー,ポラリス,キングカメハメハ,-0.9016128851966572,16,0.17468248844762535,3,-1.1617822235867075,16,-0.2660297645670122,15,0.05052595517079703,0.010124816819965195
3,2,4,サトノディヴァイン,牡3,57.0,幸,橋口,494(0),19.8,8,栗東,2023105010,00732,サトノダイヤモンド,サティアナ,Street Cry,-0.3661061074875975,9,-0.2073305076894173,10,-0.20939934192222595,5,-0.11557929601882219,11,0.05872923457919368,0.04014131921046807
4,3,5,タガノランパート,牡3,57.0,田口,奥村豊,514(-4),34.5,10,栗東,2023104330,01208,タワーオブロンドン,ボディーダンシング,ホワイトマズル,-0.6209518632659398,10,-0.15758858119277624,7,-0.1617759606538365,4,-0.13422608426026666,13,0.057644269968003106,0.023037626677312108
5,3,6,クボウサマ,セ3,57.0,加藤,庄野,476(-8),106.7,14,栗東,2023102708,01156,ダイワメジャー,ラプザントゥール,キングカメハメハ,-0.7887169701945043,14,-0.16122833687752186,8,-0.8171611544941543,14,-0.07339981102213373,9,0.06125938863839399,0.00744890459575696
6,4,7,バチラ,牡3,57.0,富田,須貝,472(-2),44.5,11,栗東,2023104937,01168,バゴ,ハッピージュエル,リンカーン,-0.6411063425102306,11,-0.3353982691801172,14,-0.11036992316116456,2,-0.07138702932567301,8,0.061382814587657965,0.017860631918365566
7,4,8,ガトー,牡3,57.0,秋山稔,高橋忠,492(+6),6.6,3,栗東,2023101650,01181,ルヴァンスレーヴ,マダムストーリー,ストリートセンス,0.6291894838641557,3,-0.3358458434910528,15,-0.6035712605131301,10,-0.2869064517245472,16,0.04948207490534028,0.1204239576314042
8,5,9,ハッピーブルー,牡3,54.0,▲川端,緒方,464(+4),126.5,15,栗東,2023104570,01195,サトノジェネシス,ロッシェノワール,ブラックホーク,-0.6687032260753778,12,0.03622536893838395,4,-0.15216393350469642,3,0.07403383275139588,3,0.07099083366122547,0.006282989093812393
9,5,10,コンゴウフジ,牡3,57.0,渡辺竜,福永,458(-20),10.6,4,栗東,2023104063,05558,コントレイル,ヘイローフジ,キングヘイロー,0.11294052734204373,6,-0.12965219860316252,6,-0.028118760417637736,1,-0.1266998573726038,12,0.058079750529697445,0.07498095475162904
10,6,11,ゴールデンドラゴン,牡3,57.0,松若,宮本,446(0),11.5,6,栗東,2023104872,01154,フィエールマン,デコラス,タートルボウル,0.08594189653257475,7,-0.2855240986414748,13,-0.3119308070944603,6,-0.06104551502096036,7,0.062020899538344214,0.06911288003193633
11,6,12,タロ,牡3,56.0,☆田山,新谷,466(-12),4.4,2,栗東,2023102726,01220,リーチザクラウン,エンゲージスマイル,シンボリクリスエス,1.6718279285421092,2,-0.1795624060732266,9,-0.6861841614182516,12,-0.034575839220994234,6,0.06368449289935606,0.1806359364471063
12,7,13,アイランド,牡3,57.0,吉村,清水久,472(0),3.0,1,栗東,2023100944,01216,シニスターミニスター,ツインキャンドル,キングカメハメハ,2.76343375718303,1,0.19196651217478924,2,-1.0540475900849924,15,-0.1402689770510122,14,0.057296982192794305,0.26493270678908926
13,7,14,カラバッシュ,牡3,54.0,▲森田,寺島,512(+2),30.6,9,栗東,2023107252,01222,サートゥルナーリア,ミスセレンディピティ,Not for Sale,-0.2824305010797427,8,-0.010801784450698732,5,-0.8018714013860022,13,0.1792686611680745,2,0.07886879064433716,0.025973794783244047
14,8,15,マーゴットショット,牡3,57.0,団野,小林,448(-2),11.7,7,栗東,2023100899,01180,ダノンスマッシュ,アッフェルマーレ,ハーツクライ,0.3209752678064553,4,-0.23418145747672717,11,-0.42288048091349195,7,0.19322139829163348,1,0.07997693902125098,0.06793146327925366
15,8,16,グレートアゲイン,牡3,57.0,鮫島良,牧浦,480(+4),136.7,16,栗東,2023100567,01099,バンドワゴン,ハッピーロングラン,ネオユニヴァース,-0.8227508869613938,15,-0.25196192119883504,12,-0.6265279890604446,11,-0.08645104761057333,10,0.06046507254259647,0.00581417791051403
