,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マンマリアーレ,牝5,56.0,荻野極,高木,美浦,2020100761,01160,ゴールドシップ ,カラヴィンカ ,Bernardini (米) ,1.2300034734035075,2
1,1,2,カマチョクイン,牝5,56.0,菱田,橋口,栗東,2020105950,01144,シニスターミニスター Sinister Minister(米) ,メイクアミラクル ,ファスリエフ Fasliyev(米) ,1.218673867786439,3
2,2,3,アグラシアド,牝5,56.0,丸山,中村,栗東,2020104912,01127,リアルスティール ,サラシー Salasie(仏) ,Teofilo ,-1.182265075949461,15
3,2,4,グレノークス,牝5,56.0,野中,宮田,美浦,2020103033,01158,ロードカナロア ,プリンセスオブシルマー Princess of Sylmar(米) ,マジェスティックウォリアー Majestic Warrior(米) ,1.1262223502105688,4
4,3,5,バロネッサ,牝4,56.0,原,田中博,美浦,2021105788,01184,ロードカナロア ,マルケッサ ,オルフェーヴル ,-0.5366417837693508,11
5,3,6,メイショウコバト,牝5,56.0,石橋脩,和田勇,美浦,2020106908,01077,ダノンレジェンド ,メイショウサワヤカ ,メイショウサムソン ,1.0406835886091146,5
6,4,7,サノノエスポ,牝5,56.0,田辺,中舘,美浦,2020102161,01075,エスポワールシチー ,シックファイター ,ヘクタープロテクター Hector Protector(米) ,-0.02482655725786894,8
7,4,8,アピーリングルック,牝4,56.0,大野,辻,美浦,2021104914,01096,パイロ Pyro(米) ,ブライトリビング ,ワイルドラッシュ Wild Rush(米) ,1.8036386769257908,1
8,5,9,フラッパールック,牝5,56.0,津村,林,美浦,2020103127,01092,イスラボニータ ,ワイルドフラッパー ,Ghostzapper ,-0.48409733181090364,10
9,5,10,リフレクトザムーン,牝4,56.0,小林美,尾形,美浦,2021104635,01206,ルーラーシップ ,ミスイヴァノヴィック Miss Ivanovic(愛) ,Captain Rio ,-0.8983959513146419,14
10,6,11,サトノアイオライト,牝4,56.0,北村宏,吉村,栗東,2021105569,01043,リアルインパクト ,シルバーバレットムーン Silver Bullet Moon(米) ,Vindication ,0.8652742426295424,6
11,6,12,リバートゥルー,牝5,56.0,吉田豊,久保田,美浦,2020102703,00733,レッドファルクス ,フルオブグレース ,ヴィクトワールピサ ,-0.3386818148915418,9
12,7,13,フレンチギフト,牝6,56.0,斎藤,中川,美浦,2019103210,01178,シニスターミニスター Sinister Minister(米) ,フレンチトウショウ ,フレンチデピュティ French Deputy(米) ,-0.6433935837379626,12
13,7,14,セクシーブーケ,牝4,56.0,杉原,田中克,栗東,2021110103,01135,Liam's Map ,Shurakaa ,Tapit (米) ,0.6443434240686889,7
14,8,15,メロウヴォイス,牝6,56.0,内田博,上原博,美浦,2019102493,00422,ロードカナロア ,モンクール ,ディープインパクト ,-1.3852769944506689,16
15,8,16,メイショウポペット,牝5,56.0,角田和,角田,栗東,2020106896,01186,ヴィクトワールピサ ,マリエット ,Uncle Mo (米) ,-0.8633817768690595,13
