,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ヴォルスター,牡4,56.0,△吉村,清水久,栗東,2021100677,01216,シニスターミニスター Sinister Minister(米) ,ヴォルカン ,ロードカナロア ,-2.634928395154877,10
1,2,2,ワンダフルトゥデイ,牡6,58.0,松若,中尾,栗東,2019106671,01154,マジェスティックウォリアー Majestic Warrior(米) ,エリモトゥデイ ,ワイルドラッシュ Wild Rush(米) ,-1.6677990529522007,7
2,3,3,ペンナヴェローチェ,牡4,58.0,岩田望,須貝,栗東,2021104092,01174,キズナ ,エンパイアブレイク ,エンパイアメーカー Empire Maker(米) ,-0.6463191159015858,4
3,4,4,テーオードラッカー,牡4,58.0,松山,高柳大,栗東,2021102244,01126,コパノリッキー ,マキシムカフェ ,マンハッタンカフェ ,-0.5407665063699719,3
4,5,5,ショウサンキズナ,牡6,58.0,酒井,松下,栗東,2019102265,01034,キズナ ,ショウサンウルル ,Grand Slam ,-1.8649064512938973,8
5,6,6,ワンダースティング,牡7,58.0,高倉,渡辺,栗東,2018102956,01130,マクフィ Makfi(英) ,ワンダーノンブーレ ,デヒア Dehere(米) ,-0.9804826615467386,5
6,7,7,クリノフィガロ,牡4,58.0,和田竜,荒川,栗東,2021101226,01018,ゴールドシップ ,クリノスペシャル ,スペシャルウィーク ,-0.05130897586496876,2
7,7,8,ダノンターキッシュ,牡7,57.0,☆西塚,寺島,栗東,2018100410,01200,ルーラーシップ ,ターキー ,Sinndar (愛) ,0.2532678729170864,1
8,8,9,バックスクリーン,セ6,58.0,中井,緒方,栗東,2019104922,01141,スクリーンヒーロー ,ミスラゴ Miss Lago(愛) ,Encosta de Lago ,-1.8822353790228572,9
9,8,10,リアド,牡6,58.0,幸,小椋,栗東,2019105277,00732,ディープインパクト ,タイタンクイーン ,Tiznow ,-1.6649777207431657,6
